wavelength (nm);5_8_2023_1;5_8_2023_2;22_05_2023_1;22_05_2023_2;22_05_2023_3
666;2.68300;-4.11000;-0.12300;0.20300;0.96100
666.5;2.78400;-3.94900;-0.27500;0.28200;0.97300
667;2.81200;-3.72400;-0.41300;0.32600;0.96000
667.5;2.84900;-3.57200;-0.51800;0.32300;0.82900
668;3.06000;-3.21500;-0.48800;0.29900;0.66900
668.5;3.46600;-2.87600;-0.43500;0.31500;0.69300
669;3.79600;-2.61300;-0.34500;0.35600;0.78200
669.5;3.96700;-2.41400;-0.36500;0.40100;0.81300
670;4.00000;-2.36600;-0.50300;0.41600;0.80800
670.5;3.86600;-2.49500;-0.52100;0.31700;0.67700
671;3.52800;-2.74200;-0.49600;0.30700;0.71300
671.5;3.25200;-2.98100;-0.50700;0.21000;0.65600
672;2.89300;-3.30900;-0.51800;0.19700;0.69200
672.5;2.63100;-3.74000;-0.44100;0.12700;0.54300
673;2.50300;-4.02300;-0.33000;0.07000;0.52000
673.5;2.53700;-4.13400;-0.32400;0.07300;0.71400
674;2.55300;-4.24300;-0.28800;0.07300;0.78000
674.5;2.41600;-4.23500;-0.30200;0.13400;0.63100
675;2.36900;-4.29400;-0.41500;0.14800;0.43100
675.5;2.36900;-4.26600;-0.41700;0.07200;0.27200
676;2.22200;-4.33700;-0.49000;0.13500;0.24100
676.5;2.08000;-4.41800;-0.64600;0.17100;0.19000
677;1.95500;-4.64700;-0.78900;0.32200;0.32900
677.5;1.71400;-4.94700;-0.78400;0.37700;0.47500
678;1.39100;-5.28400;-0.78900;0.38600;0.65200
678.5;1.15400;-5.50500;-0.76800;0.41900;0.73900
679;1.10100;-5.61400;-0.70200;0.42100;0.64900
679.5;1.16400;-5.48500;-0.56200;0.47100;0.58000
680;1.51600;-5.30000;-0.54300;0.44800;0.65500
680.5;1.91100;-4.92700;-0.42700;0.40200;0.63400
681;2.22000;-4.48800;-0.30800;0.44700;0.57400
681.5;2.49900;-4.21500;-0.26100;0.47800;0.57100
682;2.78200;-4.02100;-0.32000;0.49000;0.55900
682.5;2.78100;-3.94000;-0.33800;0.52400;0.77900
683;2.66500;-3.93700;-0.47000;0.56100;0.90700
683.5;2.70700;-3.75900;-0.61900;0.72100;1.02800
684;3.04600;-3.41100;-0.72600;0.82300;1.16900
684.5;3.35100;-3.16800;-0.84200;0.96100;1.45500
685;3.53300;-3.04200;-0.96400;1.02300;1.68600
685.5;3.45700;-3.13900;-0.92800;1.04700;1.76300
686;3.19400;-3.34500;-0.78300;0.99100;1.58100
686.5;3.10100;-3.48800;-0.60700;0.83700;1.19200
687;3.01200;-3.65800;-0.52300;0.62700;0.70000
687.5;2.76600;-3.98200;-0.45800;0.55800;0.54100
688;2.72100;-4.07100;-0.47100;0.47700;0.44400
688.5;2.84600;-3.78900;-0.47800;0.41100;0.21800
689;3.05200;-3.62400;-0.45700;0.34700;0.24500
689.5;3.21600;-3.50300;-0.37700;0.29000;0.25700
690;3.25100;-3.44100;-0.33600;0.31400;0.34500
690.5;3.04000;-3.65000;-0.36200;0.37000;0.52800
691;2.80500;-3.80500;-0.30900;0.30800;0.41100
691.5;2.60900;-3.93900;-0.15800;0.16900;0.04500
692;2.28400;-4.32600;-0.19100;0.13100;-0.08600
692.5;2.04800;-4.70100;-0.23100;0.19100;0.01700
693;1.84100;-4.92700;-0.28400;0.26100;0.19400
693.5;1.64700;-4.93200;-0.44400;0.40000;0.39400
694;1.65300;-4.86900;-0.64300;0.56300;0.70500
694.5;1.83900;-4.68700;-0.68600;0.62500;0.86800
695;2.01100;-4.47600;-0.73100;0.63600;0.98100
695.5;2.20800;-4.35200;-0.74400;0.63200;1.03300
696;2.40300;-4.16700;-0.61500;0.49800;0.84000
696.5;2.58600;-4.06800;-0.39900;0.32000;0.54200
697;2.80700;-3.93600;-0.21100;0.20300;0.40300
697.5;3.14800;-3.68200;-0.14300;0.12000;0.33300
698;3.32300;-3.44400;-0.04200;0.15400;0.43500
698.5;3.45400;-3.12700;-0.09700;0.25900;0.52500
699;3.56200;-3.05200;-0.23200;0.36600;0.58200
699.5;3.58200;-3.09300;-0.24400;0.40100;0.70400
700;3.55700;-3.21500;-0.29900;0.35500;0.81600
700.5;3.57800;-3.26000;-0.35600;0.40000;0.93500
701;3.54100;-3.25500;-0.37100;0.45000;0.98200
701.5;3.47800;-3.28900;-0.28600;0.50500;1.13800
702;3.40100;-3.28500;-0.29300;0.62400;1.15400
702.5;3.32400;-3.40400;-0.37400;0.68300;1.14600
703;3.22300;-3.40000;-0.29400;0.70700;1.03400
703.5;3.17000;-3.38500;-0.27700;0.72800;0.80600
704;2.99200;-3.62100;-0.36100;0.68100;0.70400
704.5;2.78900;-3.81000;-0.43200;0.61500;0.72200
705;2.62200;-3.95700;-0.52200;0.48200;0.69300
705.5;2.44200;-3.93800;-0.60600;0.42500;0.71000
706;2.36900;-3.84600;-0.51200;0.35600;0.71400
706.5;2.22400;-3.90000;-0.40200;0.35900;0.74400
707;2.13700;-3.97200;-0.44700;0.44400;0.76800
707.5;2.09100;-4.16900;-0.48800;0.48900;0.85800
708;2.03000;-4.30100;-0.45600;0.54600;0.84400
708.5;1.95000;-4.56500;-0.36500;0.60000;0.74800
709;1.70400;-4.85500;-0.45600;0.54000;0.57300
709.5;1.50100;-5.12500;-0.52000;0.44200;0.29800
710;1.32600;-5.36800;-0.46500;0.29800;-0.03900
710.5;1.20600;-5.41600;-0.40000;0.12300;-0.29100
711;1.30600;-5.31100;-0.18800;-0.08000;-0.47400
711.5;1.58000;-5.09200;-0.17500;-0.13700;-0.50700
712;2.13700;-4.59000;-0.14000;-0.10000;-0.33800
712.5;2.64600;-4.11000;-0.17000;-0.00500;-0.07400
713;3.12100;-3.79000;-0.23200;0.18000;0.14000
713.5;3.36700;-3.58000;-0.24800;0.30000;0.30000
714;3.41700;-3.41100;-0.36200;0.38700;0.34700
714.5;3.33300;-3.52100;-0.39600;0.41600;0.43000
715;3.12400;-3.76500;-0.40300;0.52800;0.58900
715.5;2.78300;-4.02700;-0.41000;0.54700;0.65600
716;2.44200;-4.27200;-0.34900;0.60700;0.79500
716.5;2.21700;-4.45100;-0.46900;0.72400;1.03200
717;2.03200;-4.55200;-0.44500;0.83500;1.18700
717.5;1.90100;-4.67400;-0.45600;0.87500;1.22000
718;1.92800;-4.71400;-0.35100;0.83400;1.18000
718.5;1.77600;-4.85800;-0.21900;0.73000;1.06900
719;1.82600;-4.97600;-0.16100;0.62200;0.91500
719.5;1.86900;-5.06300;-0.15400;0.58000;0.83600
720;1.88000;-5.16500;-0.31900;0.60500;0.81100
720.5;1.81900;-5.28100;-0.48300;0.49200;0.54700
721;1.95000;-5.18600;-0.59400;0.42200;0.37100
721.5;2.17800;-5.02300;-0.78700;0.35900;0.16800
722;2.21200;-4.88500;-0.81700;0.36700;0.06300
722.5;2.47400;-4.51000;-0.77500;0.33000;-0.01300
723;2.58300;-4.33400;-0.58900;0.24500;0.00900
723.5;2.59000;-4.30100;-0.43900;0.20200;0.01200
724;2.72800;-4.23900;-0.40600;0.30900;0.07600
724.5;2.64900;-4.16500;-0.44200;0.45600;0.16300
725;2.69700;-4.05900;-0.51600;0.52500;0.30000
725.5;2.85100;-3.84100;-0.48900;0.48400;0.26300
726;3.25800;-3.35800;-0.43500;0.45700;0.37400
726.5;3.59700;-2.92300;-0.36600;0.47100;0.30700
727;3.77800;-2.68900;-0.17100;0.55600;0.30800
727.5;3.88300;-2.53800;-0.02800;0.57300;0.26800
728;3.80400;-2.73800;0.10300;0.56900;0.29400
728.5;3.60200;-3.01500;0.09100;0.59200;0.33500
729;3.28900;-3.33900;0.04100;0.78300;0.59100
729.5;2.99800;-3.62700;0.01600;0.78900;0.67400
730;2.87700;-3.78300;0.01800;0.70100;0.80000
730.5;2.74600;-3.87300;-0.01800;0.57700;0.86200
731;2.46800;-4.06600;-0.08900;0.35100;0.80100
731.5;2.14100;-4.34500;-0.18500;0.11000;0.41800
732;1.75400;-4.72400;-0.23800;-0.02500;0.16000
732.5;1.38900;-5.02900;-0.29600;-0.20800;-0.22600
733;1.14600;-5.27500;-0.28300;-0.29500;-0.47200
733.5;0.83300;-5.57400;-0.34600;-0.23400;-0.36400
734;0.77400;-5.65500;-0.31400;-0.07800;-0.11700
734.5;1.14100;-5.56800;-0.29600;0.06400;0.08400
735;1.51100;-5.36800;-0.20900;0.20900;0.29400
735.5;2.01500;-4.94900;-0.11200;0.32300;0.38600
736;2.33900;-4.76800;0.01300;0.27300;0.29200
736.5;2.45000;-4.65300;-0.08800;0.26800;0.31500
737;2.24300;-4.76500;-0.32000;0.38800;0.60600
737.5;2.01000;-4.89100;-0.41400;0.30100;0.52400
738;1.70300;-5.04900;-0.45400;0.31300;0.43400
738.5;1.24600;-5.42100;-0.50800;0.33300;0.38400
739;0.91700;-5.72100;-0.55100;0.31600;0.09600
739.5;1.04100;-5.70800;-0.71000;0.30700;-0.12700
740;1.33400;-5.46100;-0.58700;0.22800;-0.48400
740.5;1.52600;-5.15200;-0.40700;0.12800;-0.83100
741;1.63100;-5.05500;-0.29800;0.06800;-0.97000
741.5;1.69800;-4.94300;-0.34300;0.10000;-0.88200
742;1.83800;-4.83300;-0.35400;0.18800;-0.66500
742.5;2.07300;-4.57900;-0.32800;0.18100;-0.38400
743;2.38800;-4.24100;-0.40600;0.27300;0.01600
743.5;2.81600;-3.79900;-0.43000;0.39600;0.43700
744;3.15500;-3.48000;-0.55300;0.52800;0.76700
744.5;3.54500;-3.13700;-0.63400;0.67700;1.07900
745;3.66700;-2.99700;-0.46600;0.65800;1.12500
745.5;3.41100;-3.20400;-0.39100;0.60700;1.05700
746;3.10000;-3.61200;-0.41200;0.55400;0.94900
746.5;2.74200;-4.09000;-0.47500;0.55700;0.77800
747;2.49900;-4.40300;-0.51800;0.49200;0.69300
747.5;2.25300;-4.75200;-0.66200;0.49000;0.83200
748;2.16600;-4.96100;-0.78600;0.41100;0.81100
748.5;2.25100;-4.92400;-0.80300;0.32400;0.72700
749;2.09100;-5.03200;-0.87800;0.34700;0.64900
749.5;2.00600;-4.95900;-0.75100;0.43300;0.56800
750;1.80500;-5.10800;-0.61500;0.43800;0.49000
750.5;1.50600;-5.34600;-0.55500;0.51400;0.48600
751;1.22900;-5.64000;-0.45700;0.52400;0.45300
751.5;1.14900;-5.74400;-0.40200;0.52300;0.47200
752;1.21900;-5.62300;-0.35300;0.48600;0.56800
752.5;1.28600;-5.61000;-0.42700;0.56700;0.82300
753;1.05100;-5.91500;-0.50500;0.56300;0.96800
753.5;0.65800;-6.11300;-0.60200;0.54500;1.17300
754;0.34000;-6.26600;-0.75200;0.56300;1.36200
754.5;0.30900;-6.21600;-0.78800;0.52400;1.32600
755;0.25400;-6.26400;-0.88000;0.57000;1.35200
755.5;0.25700;-6.19300;-0.87100;0.55000;1.15000
756;0.57400;-5.97600;-0.69500;0.35100;0.67900
756.5;1.11400;-5.42800;-0.48600;0.14400;0.15200
757;1.35900;-5.04400;-0.27300;-0.01900;-0.32000
757.5;1.58400;-4.93100;-0.21500;-0.05700;-0.60200
758;1.54900;-5.06800;-0.34000;-0.03800;-0.70300
758.5;1.33600;-5.26800;-0.50000;-0.08300;-0.67700
759;1.07200;-5.59500;-0.62000;-0.09700;-0.63100
759.5;0.96300;-5.77100;-0.71700;-0.04200;-0.52900
760;0.81100;-5.85600;-0.81300;0.07300;-0.19300
760.5;0.73700;-6.00600;-0.82000;0.18100;0.04700
761;0.86900;-5.94400;-0.63700;0.27100;0.20000
761.5;0.97300;-5.80700;-0.35100;0.29400;0.12400
762;0.72200;-5.89000;0.00500;0.21500;-0.30700
762.5;0.62300;-6.00400;0.29000;-0.00200;-0.92100
763;0.35000;-6.20200;0.43800;-0.25800;-1.36200
763.5;-0.00600;-6.51100;0.55600;-0.54600;-1.83400
764;-0.32000;-6.66900;0.61600;-0.62700;-1.95800
764.5;-0.45400;-6.68400;0.50700;-0.57400;-1.65000
765;-0.40800;-6.62100;0.35300;-0.47100;-1.33100
765.5;-0.09500;-6.49600;0.12500;-0.18500;-0.86200
766;0.52700;-6.09300;-0.12200;0.12600;-0.32800
766.5;1.27000;-5.43300;-0.26000;0.35700;0.08700
767;1.68200;-4.88200;-0.45900;0.51300;0.37500
767.5;1.90600;-4.65000;-0.47100;0.45300;0.32800
768;1.90000;-4.68100;-0.43500;0.40800;0.45900
768.5;1.87500;-4.64500;-0.36500;0.33700;0.37600
769;1.75800;-4.81900;-0.36100;0.32300;0.37100
769.5;1.71500;-4.97000;-0.30200;0.23900;0.12300
770;2.09500;-4.76800;-0.30900;0.21300;-0.30600
770.5;2.52100;-4.49000;-0.33200;0.19700;-0.58700
771;3.09300;-4.02200;-0.44400;0.20100;-0.63400
771.5;3.53900;-3.48400;-0.46600;0.15300;-0.69900
772;3.73300;-3.17900;-0.59700;0.05600;-0.69300
772.5;3.41000;-3.54700;-0.58900;0.03800;-0.61600
773;2.81000;-4.16200;-0.51300;-0.00700;-0.37400
773.5;2.16800;-4.92200;-0.41800;0.01900;-0.22400
774;1.53200;-5.75900;-0.46500;0.14100;0.05800
774.5;1.08100;-6.24500;-0.41000;0.28800;0.12500
775;0.97100;-6.40500;-0.47700;0.48500;0.32400
775.5;1.11400;-6.12000;-0.59600;0.57100;0.60400
776;1.36900;-5.73000;-0.74700;0.67700;0.92000
776.5;1.67700;-5.25500;-0.69900;0.61400;0.81200
777;1.99800;-4.81300;-0.52400;0.42100;0.56100
777.5;1.99000;-4.76100;-0.35200;0.17200;0.38700
778;1.82600;-4.91700;-0.17200;-0.03300;0.16300
778.5;1.53700;-5.23400;0.00300;-0.21300;-0.16700
779;0.84600;-5.82200;0.00200;-0.37600;-0.45400
779.5;0.08300;-6.35100;-0.01200;-0.54300;-0.89200
780;-0.38700;-6.79200;-0.03900;-0.69700;-1.28000
780.5;-0.65700;-6.79600;-0.23500;-0.80100;-1.35800
781;-0.79000;-6.81500;-0.28900;-0.72300;-1.19800
781.5;-0.69900;-6.74200;-0.21200;-0.62600;-0.96900
782;-0.25200;-6.43000;-0.13800;-0.51700;-0.53500
782.5;0.07700;-6.10700;-0.18100;-0.36500;0.16400
783;0.24000;-6.05200;-0.23900;-0.04500;0.86600
783.5;0.38900;-6.05500;-0.18100;0.10600;1.23000
784;0.46300;-6.11600;-0.12600;0.21400;1.29900
784.5;0.58400;-5.91900;0.06500;0.22000;1.11200
785;0.91400;-5.76400;0.15900;0.13600;0.73100
785.5;0.81700;-5.91600;0.09000;0.04700;0.30100
786;0.92500;-5.97200;0.08700;-0.04000;-0.16300
786.5;1.16900;-6.15000;0.05100;-0.22600;-0.56100
787;1.38600;-6.13700;-0.01200;-0.41100;-0.84500
787.5;1.35900;-6.04200;0.01100;-0.55300;-0.91600
788;1.56000;-5.77400;0.01400;-0.59900;-0.86900
788.5;1.76800;-5.47500;-0.00500;-0.55700;-0.84600
789;1.95300;-5.20800;-0.02200;-0.52400;-0.84600
789.5;2.08500;-4.80100;-0.02200;-0.37000;-0.64800
790;2.02000;-4.84300;-0.17200;-0.18900;-0.36700
790.5;1.74800;-5.07300;-0.37400;0.05900;-0.14000
791;1.55200;-5.11300;-0.49900;0.25500;0.14500
791.5;1.44100;-5.32800;-0.58600;0.41900;0.34800
792;1.09500;-5.55600;-0.66400;0.55800;0.44300
792.5;1.00400;-5.46900;-0.42600;0.57500;0.58300
793;1.23000;-5.13500;-0.26500;0.59400;0.56100
793.5;1.42500;-5.02200;-0.19000;0.57400;0.23200
794;1.68200;-4.84500;-0.21500;0.35500;-0.37900
794.5;2.17600;-4.39400;-0.19600;0.15900;-0.81400
795;2.98600;-3.72500;-0.25500;0.01200;-1.13000
795.5;3.79600;-3.05000;-0.32200;-0.15200;-1.08900
796;4.24100;-2.40600;-0.47200;-0.26300;-0.82100
796.5;4.38600;-2.00600;-0.57600;-0.34700;-0.53700
797;4.29100;-2.02500;-0.54300;-0.40000;-0.24600
797.5;4.31100;-2.13700;-0.31900;-0.51000;0.07500
798;4.11200;-2.30000;-0.34800;-0.41900;0.33500
798.5;3.84100;-2.65400;-0.48100;-0.31900;0.39300
799;3.44500;-3.09300;-0.62300;-0.23400;0.19400
799.5;3.41100;-3.39800;-0.77100;-0.12000;0.21300
800;3.57300;-3.47600;-0.76700;-0.01700;-0.00200
800.5;3.67600;-3.54200;-0.84600;0.05300;0.19900
801;3.40300;-3.63800;-1.00200;0.03400;0.25800
801.5;2.98900;-3.74700;-0.84800;-0.04700;0.19100
802;2.85100;-3.93600;-0.54300;-0.11200;0.20900
802.5;2.81300;-3.96700;-0.35900;-0.18700;0.18100
803;2.55100;-4.09900;-0.35800;-0.22600;0.26200
803.5;2.44000;-4.30400;-0.45300;-0.14900;0.27400
804;2.14600;-4.64200;-0.42700;-0.09200;0.23500
804.5;1.93600;-4.97300;-0.27300;-0.15800;0.16600
805;1.46100;-5.40100;-0.05000;-0.21700;0.06000
805.5;1.11500;-5.59300;-0.02900;-0.21700;-0.04500
806;0.65200;-6.01500;0.06400;-0.30000;-0.32100
806.5;0.46600;-6.15000;0.23200;-0.39200;-0.76600
807;0.24500;-6.33500;0.26000;-0.34100;-0.99800
807.5;0.24500;-6.28900;0.20600;-0.25300;-1.13500
808;0.64400;-5.92300;0.14300;-0.13600;-1.09600
808.5;1.11300;-5.52000;-0.04000;0.06800;-1.01300
809;1.64100;-5.02700;-0.26100;0.18700;-0.63300
809.5;2.07600;-4.55100;-0.36300;0.20900;-0.24800
810;2.49100;-4.06500;-0.67500;0.37000;0.47600
810.5;2.80600;-3.63100;-1.06100;0.57000;0.96200
811;3.06800;-3.46500;-1.28000;0.72800;1.43000
811.5;3.04000;-3.59900;-1.36400;0.72200;1.57500
812;2.61900;-3.92500;-1.22500;0.82500;1.75700
812.5;2.21100;-4.30200;-1.05100;0.86500;1.82600
813;1.86400;-4.46300;-0.59200;0.69800;1.57900
813.5;1.42300;-4.78500;-0.18900;0.56200;1.45000
814;1.16800;-5.18200;-0.06100;0.41600;1.29800
814.5;1.10500;-5.36400;-0.02800;0.22100;0.88600
815;1.56300;-5.16700;-0.30300;0.19600;0.80700
815.5;2.03100;-4.76700;-0.68600;0.26600;0.74900
816;2.90200;-4.18900;-0.89400;0.31500;0.83800
816.5;3.65900;-3.62100;-1.05600;0.43900;0.94300
817;4.06200;-2.97900;-1.00600;0.66000;1.02300
817.5;4.38100;-2.61300;-1.05200;0.84200;0.95900
818;4.38900;-2.21800;-0.85800;0.82400;0.72300
818.5;4.24400;-2.20300;-0.67100;0.82200;0.54400
819;3.70800;-2.76200;-0.62400;0.71300;0.15900
819.5;2.77300;-3.64000;-0.52500;0.59200;-0.24800
820;1.65400;-4.79600;-0.48200;0.17700;-0.92500
820.5;0.76600;-5.77800;-0.38600;-0.43300;-1.77900
821;0.38200;-6.41600;-0.20000;-1.12500;-2.62400
821.5;-0.08200;-6.99700;-0.02200;-1.52800;-3.21500
822;-0.69900;-7.53000;0.24200;-1.70300;-3.45000
822.5;-1.11100;-7.94800;0.42300;-1.68200;-3.36200
823;-1.49100;-8.28300;0.45700;-1.42300;-2.87300
823.5;-1.51300;-8.43900;0.37000;-1.02800;-2.10500
824;-1.56200;-8.47100;0.26100;-0.48200;-1.00500
824.5;-1.68200;-8.63400;0.12000;0.09600;0.01600
825;-1.52300;-8.60400;0.00700;0.30400;0.35600
825.5;-0.94700;-8.19300;-0.09100;0.24500;0.23000
826;-0.07900;-7.43300;-0.14100;0.09600;-0.11100
826.5;0.53600;-6.80600;-0.18000;0.08300;-0.26100
827;0.76500;-6.33000;-0.07600;0.09000;-0.31000
827.5;1.14100;-5.66800;0.07700;0.16800;-0.38400
828;1.59200;-5.11100;0.22000;0.29800;-0.20500
828.5;2.13400;-4.34400;0.43800;0.43800;0.04700
829;2.59700;-3.82600;0.57800;0.53400;0.42800
829.5;2.81300;-3.64200;0.64900;0.49900;0.48700
830;2.89400;-3.48000;0.70300;0.39700;0.41600
830.5;3.00500;-3.56100;0.55900;0.18400;0.10300
831;2.92300;-3.87200;0.31800;0.00300;-0.24200
831.5;2.21800;-4.55600;0.02500;-0.20800;-0.60200
832;1.45500;-5.35700;-0.14900;-0.51100;-1.12900
832.5;0.83800;-6.09000;-0.15300;-0.71500;-1.60400
833;0.13300;-6.85200;-0.12700;-0.73000;-1.57800
833.5;-0.52000;-7.52400;-0.29600;-0.50800;-1.20500
834;-0.97200;-8.00600;-0.50700;-0.29900;-0.74100
834.5;-1.11000;-8.10700;-0.62100;-0.11800;-0.60300
835;-0.91700;-7.76300;-0.76100;0.22200;-0.19700
835.5;-0.51300;-7.37900;-0.96400;0.57300;0.21900
836;-0.48000;-7.23600;-0.97700;0.78100;0.40400
836.5;-0.77700;-7.23000;-0.85200;0.77300;0.32900
837;-0.76400;-7.30900;-0.50900;0.67700;0.04000
837.5;-1.15500;-7.73200;-0.22900;0.46000;-0.19800
838;-1.49900;-8.05400;-0.17100;0.38900;-0.21200
838.5;-1.59100;-8.31800;-0.39300;0.31500;-0.06700
839;-1.56200;-8.30800;-0.42000;0.24100;0.11100
839.5;-1.54300;-8.35800;-0.41200;0.28700;0.25500
840;-1.33200;-8.24700;-0.47700;0.42100;0.76800
840.5;-1.44000;-8.38800;-0.60100;0.54600;1.24800
841;-1.67600;-8.62800;-0.61600;0.66600;1.50900
841.5;-1.93100;-8.88400;-0.63600;0.68000;1.51900
842;-1.85100;-9.10500;-0.56400;0.78100;1.50300
842.5;-1.95700;-9.05000;-0.50000;0.46200;1.27200
843;-1.62200;-8.71900;-0.46300;0.34700;1.00000
843.5;-1.09200;-8.00700;-0.42400;0.15600;0.71400
844;-0.43700;-7.27900;-0.32700;0.15800;0.67400
844.5;0.01600;-6.63900;-0.16600;0.08600;0.57700
845;0.92300;-5.76500;-0.22200;0.08600;0.58400
845.5;1.39300;-5.14900;-0.50800;0.31000;0.78200
846;2.10200;-4.61300;-0.85100;0.66300;1.10600
846.5;1.94400;-4.67600;-1.22100;0.83500;1.31800
847;2.06800;-4.64000;-1.49100;1.00100;1.58200
847.5;1.76500;-5.01700;-1.67200;0.81800;1.61100
848;1.48200;-5.76600;-1.85800;0.91300;1.68600
848.5;1.09200;-6.06300;-1.67400;0.81700;1.12800
849;1.03200;-6.41800;-1.26400;0.58800;0.70000
849.5;1.06100;-6.40000;-0.79900;0.32100;0.16100
850;1.39000;-6.45300;-0.50900;0.22100;-0.19300
